event_id,timestamp,machine_id,plc_name,tag_name,tag_value,data_type,event_type,product_code,batch_id,shift,source_system
140,2026-01-30T08:00:33.552Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
141,2026-01-30T08:00:33.722Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
142,2026-01-30T08:00:33.761Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
143,2026-01-30T08:00:33.855Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
144,2026-01-30T08:00:34.100Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
145,2026-01-30T08:00:34.253Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.56,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
146,2026-01-30T08:00:34.308Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,116.33,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
147,2026-01-30T08:00:34.493Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.79,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
148,2026-01-30T08:00:34.662Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,97.63,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
149,2026-01-30T08:00:34.897Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
150,2026-01-30T08:00:34.964Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
151,2026-01-30T08:00:35.122Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
152,2026-01-30T08:00:35.152Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
153,2026-01-30T08:00:35.262Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
154,2026-01-30T08:00:35.525Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
155,2026-01-30T08:00:35.662Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.52,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
156,2026-01-30T08:00:35.716Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.49,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
157,2026-01-30T08:00:35.911Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.78,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
158,2026-01-30T08:00:36.088Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.03,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
159,2026-01-30T08:00:36.269Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
160,2026-01-30T08:00:36.368Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
161,2026-01-30T08:00:36.554Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
162,2026-01-30T08:00:36.596Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
163,2026-01-30T08:00:36.732Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
164,2026-01-30T08:00:37.033Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
165,2026-01-30T08:00:37.179Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,41.66,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
166,2026-01-30T08:00:37.223Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.06,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
167,2026-01-30T08:00:37.430Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.7,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
168,2026-01-30T08:00:37.667Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.09,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
169,2026-01-30T08:00:37.917Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
170,2026-01-30T08:00:37.984Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
171,2026-01-30T08:00:38.182Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
172,2026-01-30T08:00:38.221Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
173,2026-01-30T08:00:38.340Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
174,2026-01-30T08:00:38.592Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
175,2026-01-30T08:00:38.762Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,46.38,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
176,2026-01-30T08:00:38.830Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,114.17,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
177,2026-01-30T08:00:39.004Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.25,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
178,2026-01-30T08:00:39.227Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.26,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
179,2026-01-30T08:00:39.450Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
180,2026-01-30T08:00:39.516Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
181,2026-01-30T08:00:39.704Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
182,2026-01-30T08:00:39.741Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
183,2026-01-30T08:00:39.848Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
184,2026-01-30T08:00:40.117Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
185,2026-01-30T08:00:40.224Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,45.4,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
186,2026-01-30T08:00:40.281Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.0,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
187,2026-01-30T08:00:40.479Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,144.23,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
188,2026-01-30T08:00:40.644Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.86,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
189,2026-01-30T08:00:40.834Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
190,2026-01-30T08:00:40.945Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
191,2026-01-30T08:00:41.102Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
192,2026-01-30T08:00:41.141Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
193,2026-01-30T08:00:41.246Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
194,2026-01-30T08:00:41.259Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Network diagnostic counter,7075,DINT,COUNTER_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
195,2026-01-30T08:00:41.481Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
196,2026-01-30T08:00:41.652Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.5,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
197,2026-01-30T08:00:41.691Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.2,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
198,2026-01-30T08:00:41.868Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.61,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
199,2026-01-30T08:00:42.078Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,103.86,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
200,2026-01-30T08:00:42.278Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
201,2026-01-30T08:00:42.352Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
202,2026-01-30T08:00:42.511Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
203,2026-01-30T08:00:42.552Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
204,2026-01-30T08:00:42.678Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
205,2026-01-30T08:00:42.984Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
206,2026-01-30T08:00:43.134Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.59,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
207,2026-01-30T08:00:43.194Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.18,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
208,2026-01-30T08:00:43.370Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.21,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
209,2026-01-30T08:00:43.577Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.51,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
210,2026-01-30T08:00:43.806Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
211,2026-01-30T08:00:43.943Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
212,2026-01-30T08:00:44.114Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
213,2026-01-30T08:00:44.153Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
214,2026-01-30T08:00:44.262Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
215,2026-01-30T08:00:44.527Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
216,2026-01-30T08:00:44.720Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.88,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
217,2026-01-30T08:00:44.778Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.1,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
218,2026-01-30T08:00:44.981Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.45,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
219,2026-01-30T08:00:45.168Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.19,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
220,2026-01-30T08:00:45.381Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
221,2026-01-30T08:00:45.479Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
222,2026-01-30T08:00:45.671Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
223,2026-01-30T08:00:45.709Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
224,2026-01-30T08:00:45.808Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
225,2026-01-30T08:00:46.081Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
226,2026-01-30T08:00:46.251Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,51.51,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
227,2026-01-30T08:00:46.331Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,107.33,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
228,2026-01-30T08:00:46.509Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.88,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
229,2026-01-30T08:00:46.725Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.04,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
230,2026-01-30T08:00:46.924Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
231,2026-01-30T08:00:47.002Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
232,2026-01-30T08:00:47.213Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
233,2026-01-30T08:00:47.250Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
234,2026-01-30T08:00:47.384Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
235,2026-01-30T08:00:47.657Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
236,2026-01-30T08:00:47.809Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,45.07,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
237,2026-01-30T08:00:47.870Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.24,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
238,2026-01-30T08:00:48.071Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.5,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
239,2026-01-30T08:00:48.288Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,97.22,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
240,2026-01-30T08:00:48.470Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,HMI heartbeat,1,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
241,2026-01-30T08:00:48.507Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
242,2026-01-30T08:00:48.610Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
243,2026-01-30T08:00:48.794Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
244,2026-01-30T08:00:48.834Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
245,2026-01-30T08:00:48.925Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
246,2026-01-30T08:00:49.226Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
247,2026-01-30T08:00:49.366Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,45.08,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
248,2026-01-30T08:00:49.405Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,113.44,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
249,2026-01-30T08:00:49.609Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,143.55,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
250,2026-01-30T08:00:49.795Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.82,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
251,2026-01-30T08:00:49.995Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
252,2026-01-30T08:00:50.105Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
253,2026-01-30T08:00:50.272Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
254,2026-01-30T08:00:50.309Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
255,2026-01-30T08:00:50.437Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
256,2026-01-30T08:00:50.723Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
257,2026-01-30T08:00:50.885Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.85,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
258,2026-01-30T08:00:50.960Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,104.29,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
259,2026-01-30T08:00:51.153Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.46,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
260,2026-01-30T08:00:51.363Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.68,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
261,2026-01-30T08:00:51.584Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
262,2026-01-30T08:00:51.679Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
263,2026-01-30T08:00:51.879Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
264,2026-01-30T08:00:51.915Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
265,2026-01-30T08:00:52.026Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
266,2026-01-30T08:00:52.348Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
267,2026-01-30T08:00:52.515Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.63,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
268,2026-01-30T08:00:52.591Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,115.59,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
269,2026-01-30T08:00:52.776Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.88,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
270,2026-01-30T08:00:52.992Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,97.22,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
271,2026-01-30T08:00:53.247Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
272,2026-01-30T08:00:53.327Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1000,DAY,synthetic_plc
273,2026-01-30T08:00:53.544Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
274,2026-01-30T08:00:53.584Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
275,2026-01-30T08:00:53.703Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
276,2026-01-30T08:00:53.968Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1000,DAY,synthetic_plc
277,2026-01-30T08:00:54.111Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.26,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
278,2026-01-30T08:00:54.177Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.17,REAL,ANALOG_SAMPLE,FG-A,BATCH-1000,DAY,synthetic_plc
